image_id,label,color_group,r,g,b,contrast,thickness_nm
mock_01979,Bilayer,Blue,154.3037,179.9229,219.2256,-0.100469,0.609998
mock_01980,Bulk,Yellow,187.8945,165.6377,121.5117,-0.329845,4.956768
mock_01981,Few Layers,Green,114.5918,169.5625,149.3945,-0.241373,2.280371
mock_01982,Monolayer,Light Blue,189.6182,204.2363,237.126,-0.055361,0.402797
mock_01983,Monolayer,Light Blue,189.5186,204.6406,237.6982,-0.05906,0.33403
mock_01984,Few Layers,Green,114.2578,169.5732,149.5225,-0.251011,2.234298
mock_01985,Bilayer,Blue,154.3037,179.7939,219.2031,-0.079263,0.654165
mock_01986,Few Layers,Green,114.5986,169.1328,149.5557,-0.22647,2.19747
mock_01987,Trilayer,Purple-Blue,127.3535,147.959,209.6348,-0.171178,0.982245
mock_01988,Bilayer,Blue,154.3936,179.0996,219.6016,-0.085704,0.60902
mock_01989,Bilayer,Blue,154.7656,179.5117,219.7207,-0.084729,0.624045
mock_01990,Trilayer,Purple-Blue,127.248,147.4551,209.6104,-0.180122,1.148703
mock_01991,Trilayer,Purple-Blue,127.2285,147.5986,209.2705,-0.159021,0.990249
mock_01992,Bilayer,Blue,154.9131,179.4414,219.3486,-0.117667,0.538058
mock_01993,Bilayer,Blue,154.3887,179.123,219.5225,-0.079845,0.614798
mock_01994,Bilayer,Blue,154.6406,179.5967,219.6631,-0.114579,0.45619
mock_01995,Bilayer,Blue,154.3682,179.2939,219.7607,-0.09733,0.578498
mock_01996,Monolayer,Light Blue,188.6582,204.8584,237.9434,-0.049485,0.431255
mock_01997,Trilayer,Purple-Blue,127.7412,147.2803,209.1924,-0.139017,1.031143
mock_01998,Few Layers,Green,114.4609,169.1816,149.4697,-0.233126,2.11403
mock_01999,Bilayer,Blue,154.4648,179.3242,219.3984,-0.100862,0.708816
mock_02000,Trilayer,Purple-Blue,127.7178,147.3604,209.6006,-0.174243,0.975546
mock_02001,Few Layers,Green,114.707,170.3125,149.3594,-0.244432,2.15733
mock_02002,Monolayer,Light Blue,189.167,204.6865,237.8604,-0.031855,0.171312
mock_02003,Bulk,Yellow,187.1768,165.5195,121.3896,-0.304861,5.084467
mock_02004,Monolayer,Light Blue,189.2979,204.415,237.6973,-0.033148,0.377578
mock_02005,Few Layers,Green,114.7266,169.3848,149.8359,-0.239798,2.208506
mock_02006,Monolayer,Light Blue,189.7275,204.668,237.3037,-0.061247,0.194858
mock_02007,Bilayer,Blue,154.0752,179.7939,219.7227,-0.113137,0.663695
mock_02008,Few Layers,Green,114.2383,169.1416,149.4014,-0.243255,2.244232
mock_02009,Monolayer,Light Blue,189.7539,204.207,237.3867,-0.064684,0.205516
mock_02010,Trilayer,Purple-Blue,127.9648,147.3408,209.709,-0.141751,1.063129
mock_02011,Bilayer,Blue,154.4062,179.7207,219.3975,-0.104328,0.56345
mock_02012,Bilayer,Blue,154.6826,179.7764,219.3672,-0.102112,0.645487
mock_02013,Bilayer,Blue,154.5,179.21,219.7158,-0.074281,0.6887
mock_02014,Few Layers,Green,115.0576,169.752,149.6279,-0.222484,2.179861
mock_02015,Few Layers,Green,114.0273,169.4961,149.4443,-0.251758,2.240265
mock_02016,Bilayer,Blue,154.7314,179.5742,219.502,-0.113363,0.704671
mock_02017,Bilayer,Blue,154.6309,179.2744,219.5791,-0.10156,0.8636
mock_02018,Monolayer,Light Blue,189.582,204.5654,237.1904,-0.061414,0.267641
mock_02019,Bulk,Yellow,187.4092,165.9277,121.1025,-0.350795,5.086725
mock_02020,Bilayer,Blue,154.2979,179.5176,219.3857,-0.097219,0.614023
mock_02021,Few Layers,Green,114.0908,169.1387,149.9922,-0.224516,2.250131
mock_02022,Few Layers,Green,114.5,169.6924,149.8203,-0.242076,2.130381
mock_02023,Few Layers,Green,113.7373,169.8301,149.3525,-0.248126,2.382444
mock_02024,Bulk,Yellow,187.6045,165.5283,121.8945,-0.305007,4.932913
mock_02025,Bulk,Yellow,187.7793,165.3965,121.3232,-0.315793,5.024781
mock_02026,Trilayer,Purple-Blue,127.6484,147.6182,209.9678,-0.1549,1.036874
mock_02027,Monolayer,Light Blue,189.4922,204.3164,237.2725,-0.055441,0.168096
mock_02028,Trilayer,Purple-Blue,127.3584,147.6504,208.9023,-0.188869,1.023012
mock_02029,Few Layers,Green,114.3301,169.7734,149.2754,-0.247484,2.266188
mock_02030,Few Layers,Green,114.0225,169.8604,149.5547,-0.257986,2.215589
mock_02031,Trilayer,Purple-Blue,127.1377,147.7793,209.5312,-0.178107,0.842128
mock_02032,Trilayer,Purple-Blue,127.3604,147.584,209.3857,-0.16855,1.029144
mock_02033,Few Layers,Green,114.7861,169.4014,149.5527,-0.234232,2.275309
mock_02034,Few Layers,Green,114.3076,169.6973,149.5557,-0.217042,2.287936
mock_02035,Monolayer,Light Blue,189.2871,204.8105,237.7246,-0.046027,0.359086
mock_02036,Monolayer,Light Blue,189.6836,204.1035,237.4092,-0.043407,0.327454
mock_02037,Few Layers,Green,114.7891,169.7568,149.4297,-0.266729,2.377172
mock_02038,Few Layers,Green,114.3311,169.168,149.6875,-0.221747,1.968343
mock_02039,Monolayer,Light Blue,189.4697,204.7461,237.4805,-0.058225,0.476973
mock_02040,Monolayer,Light Blue,189.7129,204.7344,237.7861,-0.046326,0.419795
mock_02041,Monolayer,Light Blue,189.7275,204.3428,237.7051,-0.031272,0.334407
mock_02042,Bilayer,Blue,154.6641,179.7617,219.9229,-0.124582,0.491391
mock_02043,Monolayer,Light Blue,189.2969,204.7451,237.4922,-0.02803,0.257083
mock_02044,Bulk,Yellow,187.3584,165.415,121.3711,-0.345227,4.905822
mock_02045,Monolayer,Light Blue,189.541,204.3994,237.1387,-0.011524,0.369138
mock_02046,Monolayer,Light Blue,189.166,204.334,237.415,-0.047164,0.393205
mock_02047,Few Layers,Green,114.4873,169.6279,149.4121,-0.281063,2.131642
mock_02048,Monolayer,Light Blue,189.3652,204.5322,237.2021,-0.046419,0.316242
mock_02049,Bulk,Yellow,187.499,165.3848,121.793,-0.331457,4.864713
mock_02050,Trilayer,Purple-Blue,127.1094,148.0557,209.6914,-0.161115,1.081824
mock_02051,Trilayer,Purple-Blue,127.4824,147.4336,209.2969,-0.159449,0.960207
mock_02052,Few Layers,Green,114.6436,169.4238,149.7207,-0.250685,2.249544
mock_02053,Few Layers,Green,114.4229,169.3877,149.3281,-0.238984,2.26021
mock_02054,Trilayer,Purple-Blue,127.1162,147.7031,209.1807,-0.164028,1.073491
mock_02055,Few Layers,Green,114.7627,169.7334,149.7324,-0.242749,2.039952
mock_02056,Bilayer,Blue,154.5352,179.416,219.1621,-0.08475,0.639365
mock_02057,Trilayer,Purple-Blue,127.5957,147.5664,209.3389,-0.137607,1.170497
mock_02058,Trilayer,Purple-Blue,127.8145,147.6758,209.9033,-0.130006,1.054233
mock_02059,Bilayer,Blue,154.5977,179.7578,219.6201,-0.114233,0.520882
mock_02060,Bilayer,Blue,154.5088,179.8457,219.5029,-0.10624,0.616517
mock_02061,Bilayer,Blue,154.6084,179.04,219.3945,-0.112602,0.665043
mock_02062,Bulk,Yellow,187.3662,165.752,121.6318,-0.343053,4.977948
mock_02063,Few Layers,Green,114.3408,169.4434,149.8398,-0.234083,2.184452
mock_02064,Bilayer,Blue,154.916,179.4141,219.5576,-0.096931,0.672599
mock_02065,Monolayer,Light Blue,189.3828,204.5029,237.2168,-0.026928,0.24433
mock_02066,Bulk,Yellow,187.6455,165.6631,121.0098,-0.32661,4.995227
mock_02067,Bulk,Yellow,187.5918,165.6367,121.5166,-0.327441,4.909604
mock_02068,Monolayer,Light Blue,189.2354,204.7598,237.1035,-0.059853,0.200454
mock_02069,Bulk,Yellow,186.9961,165.6182,121.498,-0.331381,4.902833
mock_02070,Trilayer,Purple-Blue,127.5635,147.501,209.2812,-0.145364,0.829338
mock_02071,Few Layers,Green,114.4531,169.3027,149.5107,-0.263669,2.168143
mock_02072,Few Layers,Green,114.6631,170.0107,149.4121,-0.226823,2.218411
mock_02073,Monolayer,Light Blue,189.6689,204.4336,237.9482,-0.085751,0.22387
mock_02074,Bilayer,Blue,154.4482,179.6846,219.29,-0.126549,0.664036
mock_02075,Monolayer,Light Blue,189.3887,204.2432,237.626,-0.057219,0.301945
mock_02076,Monolayer,Light Blue,189.7266,204.7373,237.3193,-0.053179,0.291565
mock_02077,Monolayer,Light Blue,189.5127,204.7725,237.2012,-0.031445,0.257704
mock_02078,Trilayer,Purple-Blue,127.5693,147.5859,209.3594,-0.158245,1.026534
mock_02079,Bilayer,Blue,154.0908,179.5332,219.2822,-0.094122,0.706068
mock_02080,Bulk,Yellow,187.5215,166.0137,121.5342,-0.297638,5.034394
mock_02081,Bulk,Yellow,187.4082,165.4609,121.5996,-0.332882,4.849218
mock_02082,Few Layers,Green,114.666,169.5186,149.5605,-0.234715,2.124981
mock_02083,Bulk,Yellow,187.4111,166.0713,121.7002,-0.319326,5.061728
mock_02084,Monolayer,Light Blue,189.5244,204.4355,237.2861,-0.049787,0.271437
mock_02085,Bulk,Yellow,187.4492,165.4375,121.8877,-0.322173,5.136749
mock_02086,Few Layers,Green,113.9688,169.3301,149.3105,-0.23187,2.187246
mock_02087,Monolayer,Light Blue,189.5605,203.9473,237.5518,-0.047884,0.334624
mock_02088,Bilayer,Blue,154.6445,179.4648,219.3662,-0.116694,0.454206
mock_02089,Trilayer,Purple-Blue,127.4014,147.1982,209.333,-0.15879,1.098684
mock_02090,Trilayer,Purple-Blue,128.0586,147.7178,209.4375,-0.175605,0.778979
mock_02091,Monolayer,Light Blue,189.542,204.5107,237.7373,-0.072069,0.359991
mock_02092,Trilayer,Purple-Blue,127.6885,147.5068,209.5615,-0.159035,1.045092
mock_02093,Trilayer,Purple-Blue,127.6895,147.8281,209.4453,-0.155,1.131612
mock_02094,Monolayer,Light Blue,189.9365,204.4443,237.1025,-0.036945,0.343477
mock_02095,Bulk,Yellow,187.6904,165.626,121.4287,-0.282778,4.981123
mock_02096,Few Layers,Green,114.4736,169.4609,149.3867,-0.252448,2.197084
mock_02097,Bilayer,Blue,154.4316,179.3906,219.6738,-0.11483,0.659124
mock_02098,Few Layers,Green,114.3359,169.4287,149.2578,-0.230491,2.258164
mock_02099,Monolayer,Light Blue,189.96,204.4326,237.0908,-0.068725,0.358472
mock_02100,Monolayer,Light Blue,188.7637,204.5098,237.5527,-0.060318,0.126382
mock_02101,Bulk,Yellow,187.4648,165.4844,121.8262,-0.314753,4.945423
mock_02102,Bilayer,Blue,154.2754,179.4414,219.0156,-0.082929,0.736734
mock_02103,Bilayer,Blue,154.4521,179.248,219.0654,-0.090476,0.520826
mock_02104,Trilayer,Purple-Blue,127.7383,147.7773,209.3945,-0.164214,0.894399
mock_02105,Bilayer,Blue,154.1523,179.3252,219.4365,-0.114175,0.631896
mock_02106,Bilayer,Blue,154.3916,179.3955,219.0684,-0.085188,0.770735
mock_02107,Bulk,Yellow,187.8027,165.3193,121.8516,-0.349217,4.910245
mock_02108,Monolayer,Light Blue,189.5566,204.8447,237.4053,-0.04995,0.339033
mock_02109,Monolayer,Light Blue,189.7334,204.4561,237.8564,-0.05579,0.343209
mock_02110,Monolayer,Light Blue,189.4775,204.4678,237.5586,-0.052962,0.365516
mock_02111,Trilayer,Purple-Blue,127.9688,147.5977,209.0547,-0.148487,1.10094
mock_02112,Bulk,Yellow,187.2852,165.3535,121.7803,-0.307413,5.06442
mock_02113,Bilayer,Blue,154.04,179.6719,218.9385,-0.126132,0.648976
mock_02114,Bilayer,Blue,154.7188,179.2852,219.2637,-0.119223,0.645446
mock_02115,Monolayer,Light Blue,189.6377,204.0498,237.4775,-0.022627,0.333085
mock_02116,Monolayer,Light Blue,189.7383,204.6748,237.5342,-0.055878,0.281247
mock_02117,Few Layers,Green,114.5283,169.6436,149.5195,-0.240802,2.142284
mock_02118,Few Layers,Green,114.9199,169.1621,149.7061,-0.234891,2.232289
mock_02119,Bilayer,Blue,154.498,179.7627,219.2959,-0.116933,0.647996
mock_02120,Bilayer,Blue,154.6572,179.5479,219.7402,-0.110437,0.716311
mock_02121,Trilayer,Purple-Blue,127.4971,147.3809,209.6768,-0.184037,0.985648
mock_02122,Few Layers,Green,114.6953,169.4385,149.2627,-0.224571,2.187934
mock_02123,Monolayer,Light Blue,189.4219,204.248,237.6494,-0.043507,0.341519
mock_02124,Few Layers,Green,113.8867,169.6758,148.8682,-0.251136,2.130301
mock_02125,Bulk,Yellow,187.3682,165.7666,121.5918,-0.327894,4.984624
mock_02126,Bilayer,Blue,154.3213,179.9619,219.4277,-0.107032,0.761489
mock_02127,Bilayer,Blue,154.6572,179.7607,219.6348,-0.110141,0.545659
mock_02128,Bulk,Yellow,187.3643,165.1992,121.4619,-0.303647,5.011066
mock_02129,Monolayer,Light Blue,189.2871,204.7285,237.2041,-0.044886,0.25411
mock_02130,Bulk,Yellow,187.2354,165.2158,121.3975,-0.333365,4.979995
mock_02131,Few Layers,Green,114.3447,169.2109,149.0664,-0.225739,2.236006
mock_02132,Bulk,Yellow,187.4639,165.583,121.7256,-0.30801,5.026323
mock_02133,Bilayer,Blue,154.8369,179.6152,219.8516,-0.056771,0.537021
mock_02134,Few Layers,Green,114.335,169.8467,149.3369,-0.234066,2.265833
mock_02135,Trilayer,Purple-Blue,127.5596,147.3984,209.6914,-0.163536,0.812615
mock_02136,Monolayer,Light Blue,189.3975,204.2314,237.4609,-0.037548,0.386485
mock_02137,Bilayer,Blue,154.1533,179.9443,219.2666,-0.098022,0.737016
mock_02138,Bilayer,Blue,154.5771,179.5615,219.333,-0.086184,0.680766
mock_02139,Trilayer,Purple-Blue,127.6455,147.3965,209.7549,-0.171848,1.102721
mock_02140,Trilayer,Purple-Blue,127.8213,147.6689,209.7422,-0.157161,1.025617
mock_02141,Trilayer,Purple-Blue,127.4307,147.4189,209.6143,-0.163104,1.072878
mock_02142,Few Layers,Green,114.75,169.75,149.5342,-0.270679,2.210215
mock_02143,Trilayer,Purple-Blue,127.7568,147.0195,209.1484,-0.150138,1.01936
mock_02144,Trilayer,Purple-Blue,127.3301,147.7959,208.9971,-0.174867,0.991112
mock_02145,Bilayer,Blue,154.6367,180.0098,219.7344,-0.087226,0.570604
mock_02146,Bilayer,Blue,154.8701,179.6953,219.918,-0.118555,0.589232
mock_02147,Bulk,Yellow,187.2695,165.7598,121.1875,-0.307657,4.992676
mock_02148,Bilayer,Blue,154.5596,179.4277,219.5615,-0.101084,0.460221
mock_02149,Trilayer,Purple-Blue,127.5547,147.9512,209.7773,-0.166926,0.784744
mock_02150,Few Layers,Green,114.3086,169.3945,149.3018,-0.231194,2.271275
mock_02151,Trilayer,Purple-Blue,127.832,147.3389,209.3447,-0.140392,0.922689
mock_02152,Few Layers,Green,114.8594,169.5713,149.3652,-0.215266,2.158371
mock_02153,Bilayer,Blue,154.3877,179.8643,219.5742,-0.112268,0.758902
mock_02154,Trilayer,Purple-Blue,127.458,147.2598,209.3701,-0.168782,0.899032
mock_02155,Bilayer,Blue,154.4814,179.7549,219.5234,-0.126121,0.635592
mock_02156,Bulk,Yellow,186.9463,165.7305,121.6094,-0.313124,5.081962
mock_02157,Bilayer,Blue,154.5488,179.542,219.918,-0.091188,0.560073
mock_02158,Trilayer,Purple-Blue,127.3584,147.1611,209.4941,-0.151713,0.847694
mock_02159,Monolayer,Light Blue,189.0156,204.5898,237.1621,-0.04885,0.386865
mock_02160,Monolayer,Light Blue,189.3359,205.082,237.5244,-0.050359,0.301354
mock_02161,Monolayer,Light Blue,189.5693,204.585,236.8281,-0.038729,0.301291
mock_02162,Monolayer,Light Blue,190.0479,204.0439,237.0391,-0.049042,0.202958
mock_02163,Bulk,Yellow,187.3867,165.5068,121.5068,-0.338464,5.071711
mock_02164,Bulk,Yellow,187.3662,165.7119,121.6504,-0.322294,4.909055
mock_02165,Bulk,Yellow,187.1885,165.4512,122.0947,-0.33317,4.986897
mock_02166,Few Layers,Green,114.5469,169.4033,149.6104,-0.25074,2.266185
mock_02167,Few Layers,Green,114.3965,169.0273,148.7939,-0.241801,2.162096
mock_02168,Trilayer,Purple-Blue,127.4844,147.1572,209.627,-0.165786,0.908151
mock_02169,Few Layers,Green,114.4863,169.8135,149.417,-0.258124,2.099977
mock_02170,Few Layers,Green,114.3672,169.5264,149.4541,-0.246458,2.357871
mock_02171,Trilayer,Purple-Blue,127.3369,147.5,209.209,-0.15179,0.860714
mock_02172,Trilayer,Purple-Blue,127.6201,147.3164,209.5742,-0.152943,1.064642
mock_02173,Trilayer,Purple-Blue,127.5068,147.4678,210.1191,-0.181255,1.109597
mock_02174,Bulk,Yellow,187.0605,165.2266,121.7871,-0.314572,5.027018
mock_02175,Bulk,Yellow,187.3838,165.4561,121.0576,-0.327201,4.929751
mock_02176,Bilayer,Blue,154.8818,179.4854,219.2002,-0.128011,0.772815
mock_02177,Monolayer,Light Blue,189.6533,204.0273,237.3066,-0.059257,0.347483
mock_02178,Bulk,Yellow,188.0605,165.0732,121.5449,-0.346752,4.938458
mock_02179,Bilayer,Blue,154.499,179.5605,219.4326,-0.101478,0.583054
mock_02180,Bilayer,Blue,154.251,179.7197,219.5371,-0.084219,0.605875
mock_02181,Monolayer,Light Blue,189.5947,204.4355,237.4307,-0.038309,0.213204
mock_02182,Bulk,Yellow,187.4639,165.3887,121.75,-0.327729,5.124378
mock_02183,Trilayer,Purple-Blue,127.6045,147.8691,209.6885,-0.151745,0.991825
mock_02184,Monolayer,Light Blue,189.4385,204.3896,237.3301,-0.020124,0.335054
mock_02185,Bulk,Yellow,187.8408,165.1982,121.6445,-0.29922,4.839088
mock_02186,Bulk,Yellow,187.3818,165.5332,121.6172,-0.301196,4.89404
mock_02187,Few Layers,Green,114.2891,169.7695,149.626,-0.242244,2.264576
mock_02188,Bilayer,Blue,154.4404,179.4561,219.8525,-0.11282,0.767421
mock_02189,Few Layers,Green,114.3643,169.4404,149.5,-0.236532,2.283344
mock_02190,Trilayer,Purple-Blue,127.6309,147.8525,209.9414,-0.161763,0.926852
mock_02191,Bulk,Yellow,187.0811,165.5811,121.2871,-0.295991,4.878298
mock_02192,Bulk,Yellow,187.1377,165.5254,122.0498,-0.306859,5.054538
mock_02193,Few Layers,Green,114.2998,169.7881,149.4873,-0.253073,2.222735
mock_02194,Monolayer,Light Blue,189.4238,204.6309,237.2207,-0.042174,0.415978
mock_02195,Bilayer,Blue,154.2764,179.7197,219.3965,-0.104569,0.703322
mock_02196,Bulk,Yellow,187.6123,165.4375,121.9502,-0.319,5.066057
mock_02197,Bulk,Yellow,187.1494,165.2598,121.4473,-0.336872,4.946594
mock_02198,Bilayer,Blue,154.3691,179.6084,219.8311,-0.110072,0.726263
mock_02199,Trilayer,Purple-Blue,127.7412,147.2471,209.4209,-0.159838,1.098072
mock_02200,Few Layers,Green,114.4883,169.75,149.4834,-0.242647,2.170829
mock_02201,Few Layers,Green,114.374,169.4863,149.1084,-0.228665,2.122595
mock_02202,Bilayer,Blue,154.6406,179.5156,219.4385,-0.081178,0.732925
mock_02203,Monolayer,Light Blue,189.4961,204.6631,236.9883,-0.053838,0.310224
mock_02204,Bulk,Yellow,187.0537,165.9082,121.2734,-0.302948,4.936958
mock_02205,Bilayer,Blue,154.6289,179.7422,219.3574,-0.097145,0.557462
mock_02206,Monolayer,Light Blue,189.2471,204.1982,238.0508,-0.073134,0.382599
mock_02207,Bulk,Yellow,187.418,165.0879,121.2812,-0.358942,5.04143
mock_02208,Trilayer,Purple-Blue,127.2285,147.4307,209.7656,-0.181297,0.947354
mock_02209,Bulk,Yellow,187.1211,165.4082,121.2861,-0.300765,4.968382
mock_02210,Bulk,Yellow,187.1025,165.2002,121.8369,-0.323298,4.935028
mock_02211,Monolayer,Light Blue,189.6309,204.5527,237.457,-0.048062,0.290556
mock_02212,Bulk,Yellow,187.5244,165.6787,121.9043,-0.29933,5.001451
mock_02213,Bilayer,Blue,154.6611,179.5332,219.625,-0.121311,0.760884
mock_02214,Monolayer,Light Blue,189.6436,204.5742,237.3164,-0.013744,0.29091
mock_02215,Bulk,Yellow,187.6016,165.376,121.5801,-0.307803,5.033356
mock_02216,Few Layers,Green,114.3125,169.2607,149.7275,-0.257224,2.255567
mock_02217,Few Layers,Green,114.5674,169.498,149.5107,-0.237048,2.272741
mock_02218,Trilayer,Purple-Blue,127.3887,147.9766,209.5898,-0.144221,1.049634
mock_02219,Trilayer,Purple-Blue,126.9746,147.083,209.4512,-0.164231,1.134041
mock_02220,Monolayer,Light Blue,189.2979,204.8096,237.4512,-0.070739,0.275795
mock_02221,Trilayer,Purple-Blue,127.7549,147.4121,209.3516,-0.157171,1.009102
mock_02222,Trilayer,Purple-Blue,127.2881,147.8174,209.0479,-0.165249,0.967931
mock_02223,Trilayer,Purple-Blue,127.5322,147.6982,209.6309,-0.178005,1.007319
mock_02224,Monolayer,Light Blue,189.5889,204.6309,237.3545,-0.046676,0.378004
mock_02225,Few Layers,Green,114.5,169.6074,149.8438,-0.242458,2.126001
mock_02226,Monolayer,Light Blue,189.5586,204.5488,237.7441,-0.046853,0.186832
mock_02227,Few Layers,Green,114.3867,169.4434,149.3379,-0.223146,2.116787
mock_02228,Monolayer,Light Blue,188.9844,204.6826,237.6855,-0.041476,0.230934
mock_02229,Bilayer,Blue,153.9971,179.2607,220.0127,-0.106307,0.791087
mock_02230,Few Layers,Green,114.4854,169.1924,149.5059,-0.254852,2.090924
mock_02231,Bilayer,Blue,154.1826,179.7158,219.5039,-0.071696,0.754708
mock_02232,Monolayer,Light Blue,189.9668,204.7158,237.3848,-0.049568,0.355524
mock_02233,Bilayer,Blue,154.4062,179.5234,219.1348,-0.069324,0.685861
mock_02234,Monolayer,Light Blue,189.4844,204.6611,237.4873,-0.058677,0.295934
mock_02235,Few Layers,Green,114.6846,169.3213,149.124,-0.236318,2.199332
mock_02236,Few Layers,Green,114.4854,169.667,149.3848,-0.230152,2.250535
mock_02237,Bulk,Yellow,187.25,165.4746,121.3721,-0.325847,5.036917
mock_02238,Trilayer,Purple-Blue,127.5303,147.6982,208.9375,-0.17393,0.854623
mock_02239,Bilayer,Blue,154.1299,179.4199,219.5684,-0.118336,0.466063
mock_02240,Trilayer,Purple-Blue,127.5742,147.3496,209.4688,-0.145764,1.029184
mock_02241,Few Layers,Green,114.5381,169.3438,149.3682,-0.209972,2.200487
mock_02242,Monolayer,Light Blue,189.8369,204.4453,237.4473,-0.050989,0.411587
mock_02243,Bulk,Yellow,187.2988,165.2637,121.7451,-0.310814,5.099482
mock_02244,Bulk,Yellow,187.71,165.126,121.4033,-0.299146,4.9321
mock_02245,Monolayer,Light Blue,189.4863,204.6777,237.7998,-0.044535,0.297232
mock_02246,Few Layers,Green,114.8994,169.4854,149.3506,-0.234352,2.155567
mock_02247,Trilayer,Purple-Blue,127.7295,147.7559,209.3066,-0.160472,0.997386
mock_02248,Trilayer,Purple-Blue,127.6113,147.5996,209.3389,-0.189631,0.982156
mock_02249,Few Layers,Green,114.4902,169.2295,149.6318,-0.208991,2.366282
mock_02250,Bulk,Yellow,187.3604,165.0479,121.2354,-0.34895,5.188402
mock_02251,Trilayer,Purple-Blue,127.4551,147.4619,209.6602,-0.147876,1.101339
mock_02252,Few Layers,Green,114.293,169.3916,149.5312,-0.25735,2.160234
mock_02253,Bulk,Yellow,187.4609,165.5,121.8525,-0.325454,5.034274
mock_02254,Few Layers,Green,114.625,169.4043,149.8467,-0.206464,2.106143
mock_02255,Few Layers,Green,114.6807,169.5156,149.4346,-0.268959,2.165025
mock_02256,Monolayer,Light Blue,189.4248,204.6982,237.374,-0.038982,0.488095
mock_02257,Bulk,Yellow,187.7764,165.9268,121.1543,-0.33082,5.070793
mock_02258,Monolayer,Light Blue,189.5547,204.2529,237.9297,-0.058336,0.285893
mock_02259,Few Layers,Green,114.7529,169.415,149.7842,-0.264301,2.238101
mock_02260,Trilayer,Purple-Blue,127.458,147.4707,209.4072,-0.171931,0.898337
mock_02261,Trilayer,Purple-Blue,127.7256,147.7012,209.5381,-0.15063,0.876734
mock_02262,Few Layers,Green,114.5771,169.6279,149.5791,-0.231961,2.123932
mock_02263,Bilayer,Blue,154.1025,179.3076,219.627,-0.080526,0.675229
mock_02264,Monolayer,Light Blue,189.124,204.3145,237.6855,-0.032084,0.312657
mock_02265,Monolayer,Light Blue,189.4424,204.3936,237.4033,-0.054435,0.295357
mock_02266,Trilayer,Purple-Blue,127.2959,147.4141,209.4404,-0.163942,0.916623
mock_02267,Bilayer,Blue,154.417,179.6064,219.2656,-0.111267,0.687626
mock_02268,Bilayer,Blue,154.2021,179.7988,219.4951,-0.115197,0.670849
mock_02269,Few Layers,Green,114.5713,170.1709,149.7656,-0.243916,2.372018
mock_02270,Monolayer,Light Blue,189.4131,204.5371,237.6768,-0.054911,0.313548
mock_02271,Few Layers,Green,114.8789,169.8457,149.1846,-0.255372,2.106094
mock_02272,Monolayer,Light Blue,189.1201,204.499,237.5771,-0.064847,0.213933
mock_02273,Monolayer,Light Blue,189.1387,204.3955,237.3125,-0.031177,0.236485
mock_02274,Bilayer,Blue,154.0059,179.6582,219.6982,-0.093826,0.710806
mock_02275,Bulk,Yellow,187.1572,165.3271,121.8418,-0.309194,4.998242
mock_02276,Trilayer,Purple-Blue,127.543,147.8604,209.333,-0.185026,0.8143
mock_02277,Trilayer,Purple-Blue,127.7686,147.4756,209.7832,-0.161359,1.092478
mock_02278,Bilayer,Blue,154.4727,179.6621,219.8271,-0.097707,0.781796
mock_02279,Few Layers,Green,114.2051,169.373,149.8584,-0.248382,2.127871
mock_02280,Few Layers,Green,114.6641,169.6396,149.9531,-0.240548,2.177349
mock_02281,Trilayer,Purple-Blue,127.167,147.3037,209.4043,-0.186603,1.061083
mock_02282,Few Layers,Green,114.2305,169.4814,149.2471,-0.237107,2.116843
mock_02283,Monolayer,Light Blue,189.001,204.2129,237.5635,-0.050218,0.308073
mock_02284,Bulk,Yellow,187.6221,165.4912,121.1523,-0.31347,4.925675
mock_02285,Few Layers,Green,114.54,169.874,149.2158,-0.230113,2.164375
mock_02286,Monolayer,Light Blue,189.5078,204.5361,237.002,-0.061694,0.250157
mock_02287,Bilayer,Blue,154.332,179.373,219.0195,-0.102424,0.627142
mock_02288,Trilayer,Purple-Blue,127.291,147.458,209.2607,-0.175148,0.966603
mock_02289,Monolayer,Light Blue,189.5918,204.3936,237.4922,-0.064994,0.405637
mock_02290,Few Layers,Green,114.7129,169.5361,149.5312,-0.229607,2.245108
mock_02291,Bilayer,Blue,154.5771,179.1992,219.4053,-0.083908,0.650201
mock_02292,Few Layers,Green,114.5459,169.292,149.5762,-0.247942,2.164539
mock_02293,Bulk,Yellow,187.417,165.2158,121.6074,-0.303541,5.074868
mock_02294,Trilayer,Purple-Blue,127.0176,147.4668,209.627,-0.165973,1.008771
mock_02295,Trilayer,Purple-Blue,127.5986,147.4326,209.1865,-0.133576,0.951583
mock_02296,Bilayer,Blue,154.5977,179.4473,219.418,-0.085295,0.671253
mock_02297,Monolayer,Light Blue,189.5352,204.1152,237.1035,-0.04898,0.428181
mock_02298,Monolayer,Light Blue,189.2539,204.2588,237.6211,-0.050368,0.245796
mock_02299,Monolayer,Light Blue,189.2998,204.5811,237.2529,-0.067155,0.282538
mock_02300,Monolayer,Light Blue,190.0059,204.335,237.3193,-0.026016,0.423805
mock_02301,Monolayer,Light Blue,189.042,204.5449,237.4863,-0.063183,0.354791
mock_02302,Trilayer,Purple-Blue,127.5234,147.8154,209.2275,-0.15982,0.954625
mock_02303,Monolayer,Light Blue,189.8125,204.0889,237.0469,-0.075926,0.328441
mock_02304,Bulk,Yellow,187.4922,165.5264,121.6309,-0.303193,4.986584
mock_02305,Monolayer,Light Blue,189.8311,204.2998,237.3447,-0.052047,0.331722
